Lexeme: _computeFunctionValue Line Number: 6                    Token Name: TK_FUNID                       Parent Node: <function>                     isLeafNode: YES           CurrentNode Symbol: TK_FUNID                       
Lexeme: ---                  Line Number: 6                    Token Name: <function>                     Parent Node: <otherFunctions>               isLeafNode: NO            CurrentNode Symbol: <function>                     
Lexeme: input                Line Number: 6                    Token Name: TK_INPUT                       Parent Node: <input_par>                    isLeafNode: YES           CurrentNode Symbol: TK_INPUT                       
Lexeme: ---                  Line Number: 6                    Token Name: <input_par>                    Parent Node: <function>                     isLeafNode: NO            CurrentNode Symbol: <input_par>                    
Lexeme: parameter            Line Number: 6                    Token Name: TK_PARAMETER                   Parent Node: <input_par>                    isLeafNode: YES           CurrentNode Symbol: TK_PARAMETER                   
Lexeme: list                 Line Number: 6                    Token Name: TK_LIST                        Parent Node: <input_par>                    isLeafNode: YES           CurrentNode Symbol: TK_LIST                        
Lexeme: [                    Line Number: 6                    Token Name: TK_SQL                         Parent Node: <input_par>                    isLeafNode: YES           CurrentNode Symbol: TK_SQL                         
Lexeme: int                  Line Number: 6                    Token Name: TK_INT                         Parent Node: <primitiveDatatype>            isLeafNode: YES           CurrentNode Symbol: TK_INT                         
Lexeme: ---                  Line Number: 6                    Token Name: <primitiveDatatype>            Parent Node: <dataType>                     isLeafNode: NO            CurrentNode Symbol: <primitiveDatatype>            
Lexeme: ---                  Line Number: 6                    Token Name: <dataType>                     Parent Node: <parameter_list>               isLeafNode: NO            CurrentNode Symbol: <dataType>                     
Lexeme: ---                  Line Number: 6                    Token Name: <parameter_list>               Parent Node: <input_par>                    isLeafNode: NO            CurrentNode Symbol: <parameter_list>               
Lexeme: c3                   Line Number: 6                    Token Name: TK_ID                          Parent Node: <parameter_list>               isLeafNode: YES           CurrentNode Symbol: TK_ID                          
Lexeme: ,                    Line Number: 6                    Token Name: TK_COMMA                       Parent Node: <remaining_list>               isLeafNode: YES           CurrentNode Symbol: TK_COMMA                       
Lexeme: ---                  Line Number: 6                    Token Name: <remaining_list>               Parent Node: <parameter_list>               isLeafNode: NO            CurrentNode Symbol: <remaining_list>               
Lexeme: int                  Line Number: 6                    Token Name: TK_INT                         Parent Node: <primitiveDatatype>            isLeafNode: YES           CurrentNode Symbol: TK_INT                         
Lexeme: ---                  Line Number: 6                    Token Name: <primitiveDatatype>            Parent Node: <dataType>                     isLeafNode: NO            CurrentNode Symbol: <primitiveDatatype>            
Lexeme: ---                  Line Number: 6                    Token Name: <dataType>                     Parent Node: <parameter_list>               isLeafNode: NO            CurrentNode Symbol: <dataType>                     
Lexeme: ---                  Line Number: 6                    Token Name: <parameter_list>               Parent Node: <remaining_list>               isLeafNode: NO            CurrentNode Symbol: <parameter_list>               
Lexeme: c4                   Line Number: 6                    Token Name: TK_ID                          Parent Node: <parameter_list>               isLeafNode: YES           CurrentNode Symbol: TK_ID                          
Lexeme: ,                    Line Number: 6                    Token Name: TK_COMMA                       Parent Node: <remaining_list>               isLeafNode: YES           CurrentNode Symbol: TK_COMMA                       
Lexeme: ---                  Line Number: 6                    Token Name: <remaining_list>               Parent Node: <parameter_list>               isLeafNode: NO            CurrentNode Symbol: <remaining_list>               
Lexeme: int                  Line Number: 6                    Token Name: TK_INT                         Parent Node: <primitiveDatatype>            isLeafNode: YES           CurrentNode Symbol: TK_INT                         
Lexeme: ---                  Line Number: 6                    Token Name: <primitiveDatatype>            Parent Node: <dataType>                     isLeafNode: NO            CurrentNode Symbol: <primitiveDatatype>            
Lexeme: ---                  Line Number: 6                    Token Name: <dataType>                     Parent Node: <parameter_list>               isLeafNode: NO            CurrentNode Symbol: <dataType>                     
Lexeme: ---                  Line Number: 6                    Token Name: <parameter_list>               Parent Node: <remaining_list>               isLeafNode: NO            CurrentNode Symbol: <parameter_list>               
Lexeme: c5                   Line Number: 6                    Token Name: TK_ID                          Parent Node: <parameter_list>               isLeafNode: YES           CurrentNode Symbol: TK_ID                          
Lexeme: (null)               Line Number: 0                    Token Name: EPSILON                        Parent Node: <remaining_list>               isLeafNode: YES           CurrentNode Symbol: EPSILON                       
Lexeme: ---                  Line Number: 6                    Token Name: <remaining_list>               Parent Node: <parameter_list>               isLeafNode: NO            CurrentNode Symbol: <remaining_list>               
Lexeme: ]                    Line Number: 6                    Token Name: TK_SQR                         Parent Node: <input_par>                    isLeafNode: YES           CurrentNode Symbol: TK_SQR                         
Lexeme: output               Line Number: 7                    Token Name: TK_OUTPUT                      Parent Node: <output_par>                   isLeafNode: YES           CurrentNode Symbol: TK_OUTPUT                      
Lexeme: ---                  Line Number: 6                    Token Name: <output_par>                   Parent Node: <function>                     isLeafNode: NO            CurrentNode Symbol: <output_par>                   
Lexeme: parameter            Line Number: 7                    Token Name: TK_PARAMETER                   Parent Node: <output_par>                   isLeafNode: YES           CurrentNode Symbol: TK_PARAMETER                   
Lexeme: output               Line Number: 7                    Token Name: TK_LIST                        Parent Node: <output_par>                   isLeafNode: YES           CurrentNode Symbol: TK_LIST                        
Lexeme: [                    Line Number: 7                    Token Name: TK_SQL                         Parent Node: <output_par>                   isLeafNode: YES           CurrentNode Symbol: TK_SQL                         
Lexeme: real                 Line Number: 7                    Token Name: TK_REAL                        Parent Node: <primitiveDatatype>            isLeafNode: YES           CurrentNode Symbol: TK_REAL                        
Lexeme: ---                  Line Number: 7                    Token Name: <primitiveDatatype>            Parent Node: <dataType>                     isLeafNode: NO            CurrentNode Symbol: <primitiveDatatype>            
Lexeme: ---                  Line Number: 7                    Token Name: <dataType>                     Parent Node: <parameter_list>               isLeafNode: NO            CurrentNode Symbol: <dataType>                     
Lexeme: ---                  Line Number: 7                    Token Name: <parameter_list>               Parent Node: <output_par>                   isLeafNode: NO            CurrentNode Symbol: <parameter_list>               
Lexeme: c6                   Line Number: 7                    Token Name: TK_ID                          Parent Node: <parameter_list>               isLeafNode: YES           CurrentNode Symbol: TK_ID                          
Lexeme: (null)               Line Number: 0                    Token Name: EPSILON                        Parent Node: <remaining_list>               isLeafNode: YES           CurrentNode Symbol: EPSILON                       
Lexeme: ---                  Line Number: 7                    Token Name: <remaining_list>               Parent Node: <parameter_list>               isLeafNode: NO            CurrentNode Symbol: <remaining_list>               
Lexeme: ]                    Line Number: 7                    Token Name: TK_SQR                         Parent Node: <output_par>                   isLeafNode: YES           CurrentNode Symbol: TK_SQR                         
